VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type
2,1/1/17 0:02,1/1/17 0:12,N,1,129,173,1,1.45,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,1/1/17 0:01,1/1/17 0:07,N,1,41,43,1,1.18,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,1/1/17 0:02,1/1/17 0:19,N,1,37,63,1,4.47,16,0.5,0.5,0,0,,0.3,17.3,2,1
2,1/1/17 0:26,1/1/17 0:41,N,1,145,7,2,3.63,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1
2,1/1/17 0:00,1/1/17 0:07,N,1,166,238,1,1.3,7,0.5,0.5,2.49,0,,0.3,10.79,1,1
2,1/1/17 0:01,1/1/17 0:06,N,1,41,75,1,0.59,5,0.5,0.5,0,0,,0.3,6.3,1,1
2,1/1/17 0:03,1/1/17 0:08,N,1,181,25,1,0.8,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,1/1/17 0:43,1/1/17 0:55,N,1,130,205,3,3.8,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,1/1/17 0:02,1/1/17 0:22,N,1,256,129,1,6.27,21.5,0.5,0.5,0,0,,0.3,22.8,2,1
2,1/1/17 0:01,1/1/17 0:12,N,1,215,10,1,2.79,10.5,0.5,0.5,0,0,,0.3,13.75,1,1
2,1/1/17 0:01,1/1/17 0:16,N,1,189,106,1,2.46,12,0.5,0.5,2.66,0,,0.3,15.96,1,1
2,1/1/17 0:01,1/1/17 0:02,N,5,75,75,1,0,5,0,0,2,0,,0,7,1,2
2,1/1/17 0:00,1/1/17 0:06,N,1,117,117,1,1.82,7.5,0.5,0.5,0,0,,0.3,8.8,1,1
2,1/1/17 0:05,1/1/17 0:13,N,1,7,7,1,1.67,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:00,1/1/17 0:06,N,1,61,225,3,1.84,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:02,1/1/17 0:05,N,1,181,181,1,0.73,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,1/1/17 0:28,1/1/17 0:42,N,1,256,97,1,2.65,12,0.5,0.5,3.99,0,,0.3,17.29,1,1
2,1/1/17 0:44,1/1/17 0:52,N,1,97,17,1,1.65,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,1/1/17 0:59,1/1/17 1:04,N,1,17,225,1,1.07,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,1/1/17 0:01,1/1/17 0:20,N,1,256,181,1,8.27,24.5,0.5,0.5,5.16,0,,0.3,30.96,1,1
2,1/1/17 0:01,1/1/17 0:11,N,1,41,74,1,1.55,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,1/1/17 0:01,1/1/17 0:12,N,1,65,97,1,0.94,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,1/1/17 0:30,1/1/17 0:40,N,1,95,121,1,2.96,11,0.5,0.5,0,0,,0.3,12.3,1,1
2,1/1/17 0:57,1/1/17 1:17,N,1,95,226,1,4.56,19,0.5,0.5,6.09,0,,0.3,26.39,1,1
2,1/1/17 0:01,1/1/17 0:05,N,1,134,28,1,1.05,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,1/1/17 0:17,1/1/17 0:40,N,1,95,229,1,10.7,31.5,0.5,0.5,0,5.54,,0.3,38.34,1,1
2,1/1/17 0:53,1/1/17 0:59,N,1,134,197,1,1.26,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,1/1/17 0:12,1/1/17 0:16,N,1,112,112,2,0.84,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,1/1/17 0:27,1/1/17 0:43,N,1,255,37,3,2.68,12.5,0.5,0.5,3.45,0,,0.3,17.25,1,1
2,1/1/17 0:53,1/1/17 1:07,N,1,80,49,2,2.41,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,1/1/17 0:17,1/1/17 0:22,N,1,129,260,1,0.76,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,1/1/17 0:38,1/1/17 0:48,N,1,173,129,1,1.43,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:54,1/1/17 1:06,N,1,129,129,1,1.35,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,1/1/17 0:52,1/1/17 0:59,N,1,83,82,6,1.33,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,1/1/17 0:45,1/1/17 1:00,N,1,74,151,1,1.77,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,1/1/17 0:02,1/1/17 0:15,N,1,166,263,1,2.88,12.5,0.5,0.5,1.5,0,,0.3,15.3,1,1
2,1/1/17 0:20,1/1/17 0:32,N,1,75,41,1,2.29,10.5,0.5,0.5,0,0,,0.3,11.8,1,1
2,1/1/17 0:34,1/1/17 0:38,N,1,41,41,1,0.52,4.5,0.5,0.5,1.45,0,,0.3,7.25,1,1
2,1/1/17 0:41,1/1/17 0:51,N,1,41,116,1,1.7,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,1/1/17 0:53,1/1/17 1:08,N,1,116,243,1,2.62,12,0.5,0.5,0,0,,0.3,13.3,2,1
2,1/1/17 0:32,1/1/17 0:46,N,1,74,147,1,3.22,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,1/1/17 0:29,1/1/17 0:43,N,1,7,129,1,2.69,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,1/1/17 0:53,1/1/17 0:58,N,1,179,7,1,0.99,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,1/1/17 0:21,1/1/17 0:22,N,1,95,95,2,0.08,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
2,1/1/17 0:35,1/1/17 0:46,N,1,95,82,2,1.76,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,1/1/17 0:09,1/1/17 0:12,N,1,181,181,1,0.66,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,1/1/17 0:23,1/1/17 0:32,N,1,181,65,1,1,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,1/1/17 0:41,1/1/17 0:43,N,1,25,33,1,0.54,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,1/1/17 0:51,1/1/17 0:55,N,1,25,52,1,0.98,5,0.5,0.5,1.58,0,,0.3,7.88,1,1
2,1/1/17 0:57,1/1/17 1:04,N,1,52,65,1,1.4,6.5,0.5,0.5,2.34,0,,0.3,10.14,1,1
2,1/1/17 0:49,1/1/17 0:58,N,1,7,145,5,1.61,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,1/1/17 0:15,1/1/17 0:18,N,1,25,25,1,0.78,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,1/1/17 0:21,1/1/17 0:40,N,1,181,13,1,6.49,21,0.5,0.5,0,0,,0.3,22.3,2,1
2,1/1/17 0:55,1/1/17 1:16,N,1,33,67,1,7.79,24.5,0.5,0.5,0,0,,0.3,25.8,2,1
2,1/1/17 0:45,1/1/17 1:07,N,1,152,213,1,7.17,23,0.5,0.5,0,0,,0.3,24.3,2,1
2,1/1/17 0:02,1/1/17 0:10,N,1,226,83,1,1.71,8,0.5,0.5,2.32,0,,0.3,11.62,1,1
2,1/1/17 0:30,1/1/17 0:56,N,1,82,249,1,9.43,31,0.5,0.5,0,0,,0.3,32.3,2,1
2,1/1/17 0:31,1/1/17 0:42,N,1,260,145,2,2.67,10.5,0.5,0.5,3,0,,0.3,14.8,1,1
2,1/1/17 0:10,1/1/17 0:19,N,1,95,56,1,1.55,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:25,1/1/17 0:33,N,1,95,95,1,1.66,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:37,1/1/17 1:08,N,1,95,260,1,5.23,22,0.5,0.5,0,0,,0.3,23.3,2,1
2,1/1/17 0:37,1/1/17 0:45,N,1,260,179,1,3.54,12,0.5,0.5,0,0,,0.3,13.3,2,1
2,1/1/17 0:25,1/1/17 0:41,N,1,80,61,1,2.26,12.5,0.5,0.5,2.76,0,,0.3,16.56,1,1
2,1/1/17 0:16,1/1/17 0:30,N,1,181,97,1,1.95,10.5,0.5,0.5,2,0,,0.3,13.8,1,1
2,1/1/17 0:33,1/1/17 0:35,N,1,97,97,1,0.34,3.5,0.5,0.5,0.96,0,,0.3,5.76,1,1
2,1/1/17 0:54,1/1/17 1:03,N,1,25,97,1,1.69,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,1/1/17 0:06,1/1/17 0:21,N,1,255,226,2,3.06,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,1/1/17 0:09,1/1/17 0:18,N,1,153,244,1,3.6,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,1/1/17 0:21,1/1/17 0:38,N,1,244,142,1,6.23,20.5,0.5,0.5,3,0,,0.3,24.8,1,1
2,1/1/17 0:56,1/1/17 1:01,N,1,24,43,1,0.89,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,1/1/17 0:34,1/1/17 0:38,N,1,166,166,1,0.54,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,1/1/17 0:35,1/1/17 0:54,N,1,7,53,1,8.28,24.5,0.5,0.5,0,0,,0.3,25.8,2,1
2,1/1/17 0:17,1/1/17 0:22,N,1,189,61,1,0.89,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,1/1/17 0:27,1/1/17 0:51,N,1,189,82,1,7.98,25.5,0.5,0.5,0,0,,0.3,26.8,2,1
2,1/1/17 0:06,1/1/17 0:23,N,1,25,228,1,3.98,15.5,0.5,0.5,0,0,,0.3,16.8,2,1
2,1/1/17 0:42,1/1/17 0:50,N,1,106,65,1,2.03,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,1/1/17 0:54,1/1/17 1:06,N,1,65,255,1,3.45,13,0.5,0.5,3.58,0,,0.3,17.88,1,1
2,1/1/17 0:15,1/1/17 0:57,N,1,102,148,1,9.14,34,0.5,0.5,0,0,,0.3,35.3,2,1
2,1/1/17 0:06,1/1/17 0:23,N,1,95,218,1,7.57,23.5,0.5,0.5,0,0,,0.3,24.8,2,1
2,1/1/17 0:11,1/1/17 0:21,N,1,260,56,5,2.58,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,1/1/17 0:49,1/1/17 0:58,N,1,260,7,5,1.76,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,1/1/17 0:09,1/1/17 0:19,N,1,173,260,3,2.16,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,1/1/17 0:24,1/1/17 0:31,N,1,260,82,3,1.36,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,1/1/17 0:40,1/1/17 0:52,N,1,129,260,2,2.28,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,1/1/17 0:19,1/1/17 0:30,N,1,33,106,2,2.08,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,1/1/17 0:33,1/1/17 0:55,N,1,106,14,2,4.07,18,0.5,0.5,0,0,,0.3,19.3,2,1
2,1/1/17 0:57,1/1/17 1:29,N,1,14,202,2,13.49,39,0.5,0.5,5.88,0,,0.3,46.18,1,1
2,1/1/17 0:23,1/1/17 0:30,N,1,112,80,1,1.43,7.5,0.5,0.5,2.2,0,,0.3,11,1,1
2,1/1/17 0:33,1/1/17 0:39,N,1,80,112,1,1.14,6.5,0.5,0.5,0,0,,0.3,7.8,1,1
2,1/1/17 0:40,1/1/17 0:48,N,1,112,232,1,3.12,11.5,0.5,0.5,0,0,,0.3,12.8,1,1
2,1/1/17 0:59,1/1/17 1:13,N,1,256,112,1,2.08,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1
2,1/1/17 0:47,1/1/17 1:06,N,1,95,141,1,10.11,29,0.5,0.5,3,0,,0.3,33.3,1,1
2,1/1/17 0:59,1/1/17 1:29,N,1,166,7,5,8.43,28.5,0.5,0.5,5.96,0,,0.3,37.71,1,1
2,1/1/17 0:00,1/1/17 0:07,N,1,82,82,1,1.31,6.5,0.5,0.5,20,0,,0.3,27.8,1,1
2,1/1/17 0:34,1/1/17 1:03,N,1,82,197,1,6.45,24,0.5,0.5,0,0,,0.3,25.3,2,1
2,1/1/17 0:43,1/1/17 0:53,N,1,82,70,3,2.28,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,1/1/17 0:38,1/1/17 0:49,N,1,112,80,1,2.15,9.5,0.5,0.5,2.7,0,,0.3,13.5,1,1
2,1/1/17 0:52,1/1/17 1:09,N,1,37,61,1,2.77,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,1/1/17 0:06,1/1/17 0:35,N,1,255,82,6,5.39,22,0.5,0.5,0,0,,0.3,23.3,2,1
2,1/1/17 0:05,1/1/17 0:05,N,1,256,256,1,0.01,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
2,1/1/17 0:08,1/1/17 0:16,N,1,256,256,1,0.83,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1
2,1/1/17 0:24,1/1/17 0:44,N,1,256,56,1,9.51,27.5,0.5,0.5,0,0,,0.3,28.8,2,1
2,1/1/17 0:28,1/1/17 0:35,N,1,37,80,2,1.33,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,1/1/17 0:39,1/1/17 1:05,N,1,80,162,3,6,22.5,0.5,0.5,4.76,0,,0.3,28.56,1,1
2,1/1/17 0:47,1/1/17 1:11,N,1,14,129,2,15.97,42.5,0.5,0.5,0,0,,0.3,43.8,2,1
2,1/1/17 0:34,1/1/17 0:46,N,1,7,129,2,2.21,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,1/1/17 0:31,1/1/17 0:38,N,1,256,112,1,0.95,6.5,0.5,0.5,1,0,,0.3,8.8,1,1
2,1/1/17 0:44,1/1/17 0:48,N,1,112,80,1,0.96,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,1/1/17 0:22,1/1/17 0:34,N,1,7,173,1,4.54,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,1/1/17 0:40,1/1/17 0:46,N,1,70,82,1,1.17,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,1/1/17 0:54,1/1/17 1:11,N,1,129,49,1,6.83,21,0.5,0.5,4.46,0,,0.3,28.71,1,1
2,1/1/17 0:19,1/1/17 0:31,N,1,127,200,1,2.94,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,1/1/17 0:35,1/1/17 0:42,N,1,82,173,1,1.61,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,1/1/17 0:45,1/1/17 0:51,N,1,173,129,1,0.89,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,1/1/17 0:52,1/1/17 0:56,N,1,129,82,1,0.67,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,1/1/17 0:18,1/1/17 0:33,N,1,255,49,5,3.16,13,0.5,0.5,2.86,0,,0.3,17.16,1,1
2,1/1/17 0:37,1/1/17 0:45,N,1,49,61,5,1.58,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:31,1/1/17 0:48,N,1,112,189,5,5.22,18.5,0.5,0.5,0,0,,0.3,19.8,1,1
2,1/1/17 0:35,1/1/17 0:45,N,1,260,7,1,2.43,10.5,0.5,0.5,2.95,0,,0.3,14.75,1,1
2,1/1/17 0:38,1/1/17 0:53,N,1,75,232,1,7.02,21.5,0.5,0.5,0,0,,0.3,22.8,2,1
2,1/1/17 0:17,1/1/17 0:22,N,1,41,41,1,0.69,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,1/1/17 0:47,1/1/17 1:00,N,1,42,151,1,2.23,11,0.5,0.5,2,0,,0.3,14.3,1,1
2,1/1/17 0:00,1/1/17 0:11,N,1,95,258,1,2.2,10.5,0.5,0.5,3.54,0,,0.3,15.34,1,1
2,1/1/17 0:02,1/1/17 0:08,N,1,7,7,1,1.01,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,1/1/17 0:12,1/1/17 0:32,N,1,255,80,1,2.58,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,1/1/17 0:33,1/1/17 0:36,N,1,80,112,1,0.69,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,1/1/17 0:42,1/1/17 1:00,N,1,255,79,1,3.8,15.5,0.5,0.5,5.04,0,,0.3,21.84,1,1
2,1/1/17 0:27,1/1/17 0:37,N,1,75,151,1,2.26,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,1/1/17 0:44,1/1/17 1:15,N,1,41,7,1,6.05,24.5,0.5,0.5,7.84,5.54,,0.3,39.18,1,1
2,1/1/17 0:24,1/1/17 0:41,N,1,7,223,6,2.52,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,1/1/17 0:53,1/1/17 1:02,N,1,146,260,5,1.95,9,0.5,0.5,0,0,,0.3,10.3,1,1
2,1/1/17 0:03,1/1/17 0:18,N,1,7,129,5,3.31,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,1/1/17 0:18,1/1/17 0:24,N,1,129,173,5,1.07,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,1/1/17 0:29,1/1/17 0:43,N,1,129,171,5,4.2,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,1/1/17 0:46,1/1/17 1:01,N,1,92,129,5,4.49,16,0.5,0.5,0,0,,0.3,17.3,2,1
2,1/1/17 0:20,1/1/17 0:33,N,1,7,196,5,7.17,21,0.5,0.5,4.46,0,,0.3,26.76,1,1
2,1/1/17 0:52,1/1/17 1:25,N,1,7,67,5,18.38,50,0.5,0.5,0,0,,0.3,51.3,2,1
2,1/1/17 0:14,1/1/17 0:31,N,1,129,193,1,3.92,14.5,0.5,0.5,3.95,0,,0.3,19.75,1,1
2,1/1/17 0:42,1/1/17 0:53,N,1,260,129,1,2.02,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,1/1/17 0:32,1/1/17 0:49,N,1,95,36,1,5.71,19,0.5,0.5,4.06,0,,0.3,24.36,1,1
2,1/1/17 0:06,1/1/17 0:12,N,1,17,17,1,1.24,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,1/1/17 0:24,1/1/17 0:44,N,1,17,35,1,3.37,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,1/1/17 0:36,1/1/17 0:46,N,1,41,42,1,1.58,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:34,1/1/17 0:52,N,1,129,148,1,7.15,22.5,0.5,0.5,0,0,,0.3,23.8,2,1
2,1/1/17 0:32,1/1/17 0:44,N,1,112,37,1,1.95,9.5,0.5,0.5,3.24,0,,0.3,14.04,1,1
2,1/1/17 0:47,1/1/17 0:53,N,1,37,255,1,1.31,6.5,0.5,0.5,2,0,,0.3,9.8,1,1
2,1/1/17 0:54,1/1/17 1:01,N,1,255,34,1,1.7,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,1/1/17 0:37,1/1/17 0:45,N,1,7,223,1,1.2,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,1/1/17 0:54,1/1/17 1:13,N,1,223,74,1,4.99,18.5,0.5,0.5,6.34,5.54,,0.3,31.68,1,1
2,1/1/17 0:14,1/1/17 0:38,N,1,255,181,1,6.83,23,0.5,0.5,4.86,0,,0.3,29.16,1,1
2,1/1/17 0:40,1/2/17 0:38,N,1,181,14,1,5.02,20,0.5,0.5,0,0,,0.3,21.3,1,1
2,1/1/17 0:50,1/1/17 1:05,N,1,116,48,1,3.18,14.5,0.5,0.5,3.16,0,,0.3,18.96,1,1
2,1/1/17 0:48,1/1/17 0:57,N,1,7,226,1,1.98,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,1/1/17 0:58,1/1/17 1:16,N,1,226,129,1,3.11,14.5,0.5,0.5,0,0,,0.3,15.8,2,1
2,1/1/17 0:57,1/1/17 0:58,N,1,260,260,1,0,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
2,1/1/17 0:26,1/1/17 0:39,N,5,216,222,2,4.85,20,0,0,0,0,,0,20,2,2
2,1/1/17 0:28,1/1/17 0:29,N,1,226,226,1,0.43,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,1/1/17 0:48,1/1/17 1:03,N,1,173,7,1,3.13,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,1/1/17 0:39,1/1/17 0:48,N,1,260,82,1,1.63,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:58,1/1/17 1:08,N,1,82,129,1,1.53,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,1/1/17 0:17,1/1/17 0:34,N,1,74,119,1,3.97,15.5,0.5,0.5,0,0,,0.3,16.8,2,1
2,1/1/17 0:48,1/1/17 0:52,N,1,42,41,1,0.7,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,1/1/17 0:55,1/1/17 1:13,N,1,41,248,1,6.52,21,0.5,0.5,5.58,0,,0.3,27.88,1,1
2,1/1/17 0:09,1/1/17 0:33,N,1,256,87,1,3.83,17.5,0.5,0.5,3,0,,0.3,21.8,1,1
2,1/1/17 0:42,1/1/17 1:08,N,1,33,225,1,8.58,27.5,0.5,0.5,0,0,,0.3,28.8,2,1
2,1/1/17 0:47,1/1/17 0:53,N,1,7,7,1,1.14,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,1/1/17 0:58,1/1/17 1:27,N,1,168,169,1,4.09,18.5,0.5,0.5,0,0,,0.3,19.8,2,1
2,1/1/17 0:13,1/1/17 0:27,N,1,145,198,2,5.28,17,0.5,0.5,0,0,,0.3,18.3,2,1
2,1/1/17 0:52,1/1/17 1:00,N,1,134,197,1,1.69,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:01,1/1/17 23:45,N,1,82,82,1,1.24,7,0.5,0.5,0.42,0,,0.3,8.72,1,1
2,1/1/17 0:15,1/1/17 0:22,N,1,82,173,1,1.42,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,1/1/17 0:46,1/1/17 1:08,N,1,82,216,1,11.36,33,0.5,0.5,0,0,,0.3,34.3,2,1
2,1/1/17 0:44,1/1/17 0:47,N,1,244,244,1,0.62,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,1/1/17 0:04,1/1/17 0:24,N,1,129,148,1,7.57,24.5,0.5,0.5,0,0,,0.3,25.8,1,1
2,1/1/17 0:36,1/1/17 0:47,N,1,256,37,1,1.41,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,1/1/17 0:48,1/1/17 0:58,N,1,37,17,1,1.52,8,0.5,0.5,3,0,,0.3,12.3,1,1
2,1/1/17 0:22,1/1/17 0:30,N,1,260,226,1,1.72,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,1/1/17 0:49,1/1/17 0:57,N,1,260,226,1,1.48,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,1/1/17 0:20,1/1/17 0:35,N,1,7,223,1,3.28,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,1/1/17 0:18,1/1/17 0:25,N,1,256,49,1,1.76,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,1/1/17 0:40,1/1/17 0:48,N,1,217,49,1,1.35,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,1/1/17 0:55,1/1/17 0:59,N,1,17,217,1,0.81,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,1/1/17 0:43,1/1/17 0:49,N,1,255,256,1,1,6,0.5,0.5,3,0,,0.3,10.3,1,1
2,1/1/17 0:54,1/1/17 1:05,N,1,255,49,1,2.32,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1
2,1/1/17 0:14,1/1/17 0:22,N,1,260,226,1,1.3,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,1/1/17 0:27,1/1/17 0:36,N,1,226,157,1,1.99,9,0.5,0.5,2.58,0,,0.3,12.88,1,1
